Lender_Name,Lender_Id,Lender_Operating_Country,Lender_Institution_Type,year,quarter
First National Bank of Pennsylvania,51959,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
First National Bank,52133,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
United Bank,52641,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Vectra Bank of Colorado NA,78944,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Woodforest National Bank,110740,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Atlantic Union Bank,146835,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Bank OZK,164651,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
CB&S Bank,164698,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
First Citizens Bank & Trust,34737,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
New York Community Bank,55298,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
IDB Bank,56903,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Capital Bank NA,60367,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
FirstBank Florida,111795,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Northern Trust Co,34537,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Huntington Bank,17131,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Bank United,45678,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
First Hawaiian Bank,51055,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Central Pacific Bank,52562,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
First Florida Bank,56870,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Atlantic Capital Bank,61668,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Mabrey Bank,126428,United States,"European Bank, US Bank",2021,1
Commerce Bank NA,52309,United States,"European Bank, US Bank",2021,1
Vast Bank,154183,United States,"European Bank, US Bank",2021,1
Firstbank Southwest,161577,United States,"European Bank, US Bank",2021,1
UMB Bank,52946,United States,US Bank,2021,1
Customers Bank,113348,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
NBH Bank NA,113691,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
BancorpSouth Bank,122664,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
TIAA FSB Holdings Inc,140299,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
First Financial Bank,77777,United States,US Bank,2021,1
JPMorgan Chase Bank National Association,108563,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Live Oak Bank,142907,United States,US Bank,2021,1
First Foundation Bank,144667,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Raymond James Bank NA,111253,United States,"Canadian Bank, Diversified Financial Services Company, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Stifel Bank & Trust,56733,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Private Equity, US Bank",2021,1
IberiaBank,47387,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Bank of New York Mellon,50203,United States,"Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
UMB Bank NA,52947,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Enterprise Bank & Trust Co,90454,United States,,2021,1
Boston Private Bank & Trust,59990,United States,"Diversified Financial Services Company, US Bank",2021,1
Pacific Premier Bank,130824,United States,"Japanese Bank, US Bank",2021,1
Regions,119466,United States,"Canadian Bank, European Bank, Farm Credit Bank, US Bank",2021,1
Farmers & Merchant Bank,87033,United States,Multinational Investment Bank & Financial Services,2021,1
Merchants Bank of Indiana,157041,United States,US Bank,2021,1
BankFinancial,156965,United States,Canadian Bank,2021,1
Popular Bank,123814,United States,US Bank,2021,1
Metropolitan Commercial Bank,134573,United States,US Bank,2021,1
Veritex Community Bank,138186,United States,US Bank,2021,1
Dominion Bank,61188,United States,US Bank,2021,1
Independent Bank (TIB),32226,United States,US Bank,2021,1
Lake Forest Bank & Trust,53070,United States,US Bank,2021,1
Amarillo National Bank,53112,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Manufacturers Bank,50208,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
First Independence Bank,167023,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Capital One Bank,46962,United States,"Canadian Bank, Farm Credit Bank, US Bank",2021,1
Northwest Bank & Trust Co,30403,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Valley National Bank,50512,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Manufacturers and Traders Trust Company,118934,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Manufacturers & Traders Trust Co,24589,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Howard Bank,49665,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Beal Bank SSB,92618,United States,"Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services",2021,1
Leaders Bank,52630,United States,Canadian Bank,2021,1
Apple Bank for Savings,59494,United States,"Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Washington Federal Savings Bank,92959,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Bank of Oklahoma,20992,United States,US Bank,2021,1
National Bank of Indianapolis,57751,United States,US Bank,2021,1
Arvest Bank,90419,United States,US Bank,2021,1
Northern Trust Corp,12941,United States,"European Bank, Japanese Bank, Multinational Investment Bank & Financial Services",2021,1
Bank of Texas NA,62037,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Heritage Bank SSB,75373,United States,Canadian Bank,2021,1
Amegy Bank NA,49942,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
California Bank & Trust,48989,United States,"Diversified Financial Services Company, US Bank",2021,1
Civista Bank,121114,United States,US Bank,2021,1
VNB New York,132414,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Axos Bank,149089,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Cathay Bank,52281,United States,US Bank,2021,1
Wilmington Trust National Association,109182,United States,"Diversified Financial Services Company, Private Equity",2021,1
Flushing Bank,105086,United States,US Bank,2021,1
Bankers Trust Co,16736,United States,"Canadian Bank, US Bank",2021,1
Montgomery Bank,110493,United States,"Canadian Bank, US Bank",2021,1
MVB Bank Inc,121719,United States,"Asian Bank, US Bank",2021,1
Bankwell Financial Group,144069,United States,"Asian Bank, US Bank",2021,1
Solera Bank,152803,United States,US Bank,2021,1
Dime Community Bank,167787,United States,US Bank,2021,1
Everbank NA,183900,United States,US Bank,2021,1
TCF Financial Corp,23887,United States,"Canadian Bank, US Bank",2021,1
Investors Bank & Trust Co,50765,United States,US Bank,2021,1
Dime Commercial Corp,66742,United States,US Bank,2021,1
Cambridge Savings Bank,79756,United States,US Bank,2021,1
WSFS Bank,80687,United States,US Bank,2021,1
Wilmington Savings Fund Society,87204,United States,US Bank,2021,1
Bank Leumi Trust,68336,United States,US Bank,2021,1
Israel Discount Bank of New York Inc [IDBNY],52643,United States,"Asian Bank, US Bank",2021,1
Compass Bank,38705,United States,US Bank,2021,1
ServisFirst Bank,55409,United States,US Bank,2021,1
Century Bank,89600,United States,US Bank,2021,1
Centennial Bank,181472,United States,"Japanese Bank, US Bank",2021,1
Centennial Bank Holdings Inc,49596,United States,"Asset Manager, Japanese Bank, US Bank",2021,1
Wheaton Bank & Trust,113380,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Bridge Bank NA,47678,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Brown Brothers Harriman & Co,77773,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Wilmington Trust Co,1666,United States,"European Bank, US Bank",2021,1
Wilmington Bank,55289,United States,,2021,1
CenterState Bank,139805,United States,"Canadian Bank, US Bank",2021,1
SouthState Bank NA,177049,United States,"Canadian Bank, US Bank",2021,1
Heartland Financial USA Inc,48952,United States,"Canadian Bank, US Bank",2021,1
People's Bank,23078,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Bank of Blue Valley,59026,United States,"Canadian Bank, US Bank",2021,1
Pacific Western Bank,88609,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Santa Lucia National Bank,64085,United States,"European Bank, Latin America & Caribbean Bank, Multinational Investment Bank & Financial Services",2021,1
Emigrant Bank,50425,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
First Eagle Bank,62694,United States,"BDC, Diversified Financial Services Company",2021,1
State Street Bank & Trust Co,17121,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Wesbanco Bank Inc,90375,United States,"Asian Bank, US Bank",2021,1
Old Second National Bank,169497,United States,"Canadian Bank, US Bank",2021,1
Byline Bank,119902,United States,US Bank,2021,1
Bank of New York,50202,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
Hancock Bank,77767,United States,"Asset Manager, Diversified Financial Services Company",2021,1
BOKF NA,53847,United States,"Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1
TCF National Bank,51681,United States,US Bank,2021,1
Fulton Bank,51668,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Frost National Bank,43872,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
First US Bank,157907,United States,European Bank,2021,1
Gulf Capital Bank,158704,United States,US Bank,2021,1
First Commonwealth Bank,53698,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1
Bank Leumi USA,52837,United States,"Asian Bank, European Bank, US Bank",2021,1
Peoples Bank,53372,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
State Street Bank & Trust,17120,United States,"Australian/New Zealand Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Preferred Bank,60429,United States,"Asian Bank, European Bank, Japanese Bank, US Bank",2021,2
Dollar Bank,73797,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
American Bank NA,52615,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
CrossFirst Bank,113392,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
Chambers Bank,149603,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
Dart Bank,163172,United States,US Bank,2021,2
BancorpSouth,18079,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
First Midwest Bancorp,36390,United States,"Canadian Bank, US Bank",2021,2
Key Bank NA,26205,United States,US Bank,2021,2
Lake City Bank,62693,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Rockland Trust,111800,United States,"Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, Private Equity, US Bank",2021,2
Nevada State Bank,52272,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
Premier Bank,59342,United States,US Bank,2021,2
Flagstar Bancorp,108640,United States,"Asian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
BankPlus,110441,United States,"Canadian Bank, Farm Credit Bank, US Bank",2021,2
National Exchange Bank & Trust,115723,United States,"Canadian Bank, US Bank",2021,2
Palatine Bank & Trust [PBT],85874,United States,"European Bank, US Bank",2021,2
Amalgamated Bank,53437,United States,European Bank,2021,2
Rabobank NA,108876,United States,"Diversified Financial Services Company, European Bank, Government Sponsored Lender, Multinational Investment Bank & Financial Services, US Bank",2021,2
Amerant Bank,146542,United States,"Diversified Financial Services Company, European Bank, Government Sponsored Lender, Multinational Investment Bank & Financial Services, US Bank",2021,2
Emprise Bank NA,70269,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Devon Bank,71297,United States,US Bank,2021,2
California Bank of Commerce,158956,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
Midfirst Bank,49945,United States,US Bank,2021,2
BancFirst Corp,23678,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
Banner Bank,53516,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2
Columbia State Bank,50150,United States,US Bank,2021,2
Sterling Bank,51407,United States,"European Bank, US Bank",2021,2
Pacific Mercantile Bank,61140,United States,,2021,2
Georgia Banking Co,160584,United States,"Canadian Bank, US Bank",2021,2
Lakeside Bank,160786,United States,"Canadian Bank, European Bank, US Bank",2021,2
US Bank National Association,32998,United States,"Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Synovus Financial Corp,57348,United States,"Canadian Bank, European Bank, US Bank",2021,2
Hanmi Bank,98033,South Korea,"Canadian Bank, European Bank, US Bank",2021,2
Carver Federal Savings Bank,51044,United States,Multinational Investment Bank & Financial Services,2021,2
Highland Bank,112167,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Red River Bank,115463,United States,"Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
TCF Bank Minnesota,75680,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
First Midwest,121311,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
S&T Bank,53818,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
East West,80658,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Frost Bank,45717,United States,"Asian Bank, US Bank",2021,2
One National Bank,75162,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,2
Inland Bank,114673,United States,US Bank,2021,2
Provident Bank,48133,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Meridian Bank,50286,United States,"Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services",2021,2
Tristate Capital Bank,60748,United States,US Bank,2021,2
Mission Bank,57366,United States,Canadian Bank,2021,2
Origin Bank,125561,United States,US Bank,2021,2
Independent Bank Corp,164541,United States,US Bank,2021,2
WebBank,52907,United States,US Bank,2021,2
Washington Federal Inc,124983,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
BankUnited Inc,133433,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Pinnacle Financial Partners Inc,125355,United States,US Bank,2021,2
Camden National Bank,120832,United States,"Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Bangor Savings Bank,121212,United States,"Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Liberty Bank,45264,United States,"Canadian Bank, US Bank",2021,2
Morton Community Bank,49751,United States,"Canadian Bank, US Bank",2021,2
SunTrust Bank,49246,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
United Community Bank,110102,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
GBC Bancorp,24039,United States,"Asian Bank, US Bank",2021,2
Northwest Savings Bank,101920,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2
Summit Community Bank,105317,United States,US Bank,2021,2
Salem Five Bank,106176,United States,US Bank,2021,2
WesBanco Inc,50727,United States,US Bank,2021,2
Simmons Bank,135973,United States,"Canadian Bank, US Bank",2021,2
American Savings Bank,23064,United States,"Asian Bank, Canadian Bank, US Bank",2021,3
Wood Forest National Bank,77784,United States,US Bank,2021,3
American Bank of Missouri,124548,United States,"Canadian Bank, US Bank",2021,3
Bank of Missouri,152843,United States,"Canadian Bank, US Bank",2021,3
Busey Bank,60036,United States,"Canadian Bank, US Bank",2021,3
United Texas Bank,146378,United States,Multinational Investment Bank & Financial Services,2021,3
Amegy,121282,United States,US Bank,2021,3
Commerce Bancorp Inc,92420,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3
Union Bank NA,55889,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Whitney Bank,105831,United States,"Diversified Financial Services Company, US Bank",2021,3
MapleMark Bank,138972,United States,US Bank,2021,3
Stride Bank,145374,United States,US Bank,2021,3
Washington Financial Bank,115593,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3
Bank of Hawaii,34534,United States,"Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3
Susser Bank,160505,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Broadway Bank,160760,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Heartland Bank,51392,United States,US Bank,2021,3
Village Bank,105183,United States,"Canadian Bank, Multinational Investment Bank & Financial Services",2021,3
Village Bank & Trust NA,167777,United States,"Canadian Bank, Multinational Investment Bank & Financial Services",2021,3
Columbia Bank,50667,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Southside Bank,122807,United States,US Bank,2021,3
Huntington Bancshares,17317,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
American National Bank of Texas,61874,United States,US Bank,2021,3
Bar Harbor Bank & Trust,139502,United States,US Bank,2021,3
Citizens National Bank,115462,United States,"European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3
Valley Republic Bank,161223,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,3
Bryant Bank,104955,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Sabadell Bank,108817,United States,"Canadian Bank, European Bank, Latin America & Caribbean Bank, Multinational Investment Bank & Financial Services",2021,3
CommerceOne Bank,160974,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Oakworth Capital Bank,161017,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
Robertson Banking Co,161066,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
West Alabama Bank & Trust,174075,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
River Bank & Trust,174081,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3
First National Bank of Omaha,48306,United States,"European Bank, Farm Credit Bank, Japanese Bank, US Bank",2021,3
Union Bank & Trust Co,61696,United States,"European Bank, Farm Credit Bank, Japanese Bank, US Bank",2021,3
Park National Bank,65366,United States,US Bank,2021,3
